itemid,shopid,name,currency,stock,ctime,historical_sold,liked_count,view_count,catid,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,price_before_discount,has_lowest_price_guarantee,raw_discount,rating_star,show_free_shipping,is_preferred_plus_seller,shop_location,has_model_with_available_shopee_stock,can_use_cod,is_on_flash_sale
5631501439,178179176,Multifungsi electric fry pan / Panci Listrik lapisan keramik 18cm,IDR,3324,1587800501,2361,4847,21192,46,Tidak Ada Merek,62000.0,62000.0,62000.0,-1e-05,-1e-05,0.0,False,0,4.7280366692131395,False,False,KOTA JAKARTA UTARA,False,True,False
3114907011,178828848,Maxim Teflon Valentino / Fry Pan 20 cm (VAL20FP),IDR,589,1571797604,7429,5419,86081,46,0,73400.0,73400.0,73400.0,-1e-05,-1e-05,0.0,True,0,4.89745323416723,True,False,KOTA JAKARTA UTARA,True,True,False
5842564721,179066421,Tefal Natura Deep Frypan 26cm Wajan Anti Lengket,IDR,9,1594970452,687,927,14231,46,,239000.0,239000.0,239000.0,379000.0,379000.0,379000.0,False,37,4.899713467048711,True,False,KOTA JAKARTA UTARA,True,True,True
4051643800,185094478,[SERBU MURAH] Panci Set 13 Cookware Tutup Kaca SERBAGUNA,IDR,573,1599644109,2582,4177,41534,46,Tidak Ada Merek,112500.0,112500.0,112500.0,124300.0,137900.0,124300.0,True,18,4.760279286268426,False,False,KOTA JAKARTA BARAT,False,True,False
6439443247,190840333,HOVELSHOP Mini Frying Pan Teflon Telur Mini Karakter Lucu Anti Lengket Alat Masak Lucu,IDR,2,1593001494,1343,204,852,46,Tidak Ada Merek,11000.0,11000.0,23760.0,24000.0,26000.0,24000.0,False,58,4.665809768637532,False,False,KOTA SURABAYA,False,True,False
5114342677,195262788,GM Bear Cookware Set Panci Fry Pan Set 3 Pcs 1090 - Arria Panci Set,IDR,488,1578455821,2872,5843,39666,46,GM Bear,119900.0,119900.0,119900.0,359000.0,359000.0,359000.0,False,67,4.656647398843931,True,False,KOTA JAKARTA UTARA,False,True,False
7232513699,198076373,Wajan / Penggorengan GM Tebal dan Anti Lengket (10-16),IDR,5021,1588584268,4167,3763,29846,46,,16399.0,16399.0,35399.0,-1e-05,-1e-05,0.0,False,0,4.844393592677346,False,True,KAB. WONOGIRI,False,True,False
7636194902,216867935,Panci Wajan Penggorengan Anti Lengket Lapisan Enamel Diameter 34CM GSF Penggorengan Serbaguna,IDR,30,1591085983,3655,1481,9192,46,,36900.0,36900.0,36900.0,-1e-05,-1e-05,0.0,False,0,4.8180327868852455,False,True,KOTA SURABAYA,False,True,False
3454379256,253661713,PANCI SUSU GAGANG STEAMER / KUKUS MAKAPAL,IDR,13,1601006600,341,660,5785,46,Makapal,67800.0,67800.0,67800.0,-1e-05,-1e-05,0.0,False,0,4.825641025641025,False,True,KOTA BANDUNG,False,True,False
4854290498,267490768,PANCI KOREA ATAU PANCI MIE KOREA,IDR,418,1601008570,991,1390,6400,46,Mulya,41500.0,41500.0,47000.0,-1e-05,-1e-05,0.0,False,0,4.787114845938375,False,False,KOTA BLITAR,False,True,False
